encoding,char,error-message
f547,闟,BadArguments
f548,霮,BadArguments
f549,霯,BadArguments
f54a,鞹,BadArguments
f54b,鞻,BadArguments
f54c,韽,BadArguments
f54d,韾,BadArguments
f54e,顠,BadArguments
f551,顟,BadArguments
f552,飁,BadArguments
f553,飂,BadArguments
f554,饐,BadArguments
f555,饎,BadArguments
f556,饙,BadArguments
f559,饓,BadArguments
f55a,騲,BadArguments
f55b,騴,BadArguments
f55c,騱,BadArguments
f55d,騬,BadArguments
f55e,騪,BadArguments
f560,騩,BadArguments
f564,髇,BadArguments
f565,髊,BadArguments
f567,鬐,BadArguments
f569,鬑,BadArguments
f56a,鰋,BadArguments
f56c,鯷,BadArguments
f56d,鰅,BadArguments
f56f,鯸,BadArguments
f570,鱀,BadArguments
f571,鰇,BadArguments
f572,鰎,BadArguments
f573,鰆,BadArguments
f574,鰗,BadArguments
f575,鰔,BadArguments
f577,鶟,BadArguments
f578,鶙,BadArguments
f579,鶤,BadArguments
f57a,鶝,BadArguments
f57b,鶒,BadArguments
f57d,鶐,BadArguments
f57e,鶛,BadArguments
f5a1,鶠,BadArguments
f5a2,鶔,BadArguments
f5a3,鶜,BadArguments
f5a4,鶪,BadArguments
f5a6,鶡,BadArguments
f5a8,鶢,BadArguments
f5a9,鶨,BadArguments
f5aa,鶞,BadArguments
f5ab,鶣,BadArguments
f5af,鶦,BadArguments
f5b0,鶧,BadArguments
f5b1,麙,BadArguments
f5b2,麛,BadArguments
f5b3,麚,BadArguments
f5b5,黤,BadArguments
f5b7,黦,BadArguments
f5b8,鼰,BadArguments
f5b9,鼮,BadArguments
f5ba,齛,BadArguments
f5bc,齞,BadArguments
f5bd,齝,BadArguments
f5bf,龑,BadArguments
f5c3,劗,BadArguments
f5c4,囃,BadArguments
f5c5,嚽,BadArguments
f5c8,孇,BadArguments
f5ca,巏,BadArguments
f5cb,廱,BadArguments
f5cf,櫼,BadArguments
f5d0,欃,BadArguments
f5d2,欀,BadArguments
f5d4,灄,BadArguments
f5d5,灊,BadArguments
f5d6,灈,BadArguments
f5d7,灉,BadArguments
f5d8,灅,BadArguments
f5d9,灆,BadArguments
f5dc,爙,BadArguments
f5dd,獾,BadArguments
f5df,癪,BadArguments
f5e1,礭,BadArguments
f5e3,礯,BadArguments
f5e4,籔,BadArguments
f5e5,籓,BadArguments
f5e9,纈,BadArguments
f5ea,纋,BadArguments
f5ee,羻,BadArguments
f5f0,臝,BadArguments
f5f2,蘪,BadArguments
f5f3,蘦,BadArguments
f5f4,蘟,BadArguments
f5f5,蘣,BadArguments
f5f6,蘜,BadArguments
f5f7,蘙,BadArguments
f5f9,蘮,BadArguments
f5fa,蘡,BadArguments
f5fb,蘠,BadArguments
f5fc,蘩,BadArguments
f5fd,蘞,BadArguments
f5fe,蘥,BadArguments
f640,蠩,BadArguments
f641,蠝,BadArguments
f643,蠠,BadArguments
f644,蠤,BadArguments
f645,蠜,BadArguments
f646,蠫,BadArguments
f648,襭,BadArguments
f649,襩,BadArguments
f64b,襫,BadArguments
f64c,觺,BadArguments
f64d,譹,BadArguments
f64f,譅,BadArguments
f650,譺,BadArguments
f651,譻,BadArguments
f655,躎,BadArguments
f656,躌,BadArguments
f657,轞,BadArguments
f658,轛,BadArguments
f659,轝,BadArguments
f65b,酄,BadArguments
f65c,酅,BadArguments
f65d,醹,BadArguments
f661,鐩,BadArguments
f662,鐽,BadArguments
f663,鐼,BadArguments
f664,鐰,BadArguments
f665,鐹,BadArguments
f666,鐪,BadArguments
f667,鐷,BadArguments
f668,鐬,BadArguments
f669,鑀,BadArguments
f66a,鐱,BadArguments
f66d,闣,BadArguments
f66e,霵,BadArguments
f66f,霺,BadArguments
f670,鞿,BadArguments
f672,顤,BadArguments
f673,飉,BadArguments
f675,飀,BadArguments
f677,饖,BadArguments
f678,騹,BadArguments
f679,騽,BadArguments
f67a,驆,BadArguments
f67e,騺,BadArguments
f6a1,騿,BadArguments
f6a2,髍,BadArguments
f6a3,鬕,BadArguments
f6a4,鬗,BadArguments
f6a6,鬖,BadArguments
f6a7,鬺,BadArguments
f6a8,魒,BadArguments
f6a9,鰫,BadArguments
f6aa,鰝,BadArguments
f6ac,鰬,BadArguments
f6ae,鰨,BadArguments
f6af,鰩,BadArguments
f6b0,鰤,BadArguments
f6b1,鰡,BadArguments
f6b2,鶷,BadArguments
f6b3,鶶,BadArguments
f6b5,鷁,BadArguments
f6b7,鷊,BadArguments
f6b8,鷏,BadArguments
f6b9,鶾,BadArguments
f6ba,鷅,BadArguments
f6bc,鶻,BadArguments
f6bd,鶵,BadArguments
f6be,鷎,BadArguments
f6bf,鶹,BadArguments
f6c1,鶬,BadArguments
f6c2,鷈,BadArguments
f6c3,鶱,BadArguments
f6c4,鶭,BadArguments
f6c5,鷌,BadArguments
f6c6,鶳,BadArguments
f6c7,鷍,BadArguments
f6c8,鶲,BadArguments
f6c9,鹺,BadArguments
f6ca,麜,BadArguments
f6cb,黫,BadArguments
f6cd,黭,BadArguments
f6ce,鼛,BadArguments
f6cf,鼘,BadArguments
f6d0,鼚,BadArguments
f6d1,鼱,BadArguments
f6d3,齥,BadArguments
f6d4,齤,BadArguments
f6d5,龒,BadArguments
f6d7,囆,BadArguments
f6da,奱,BadArguments
f6dd,巕,BadArguments
f6de,巑,BadArguments
f6df,廲,BadArguments
f6e0,攡,BadArguments
f6e1,攠,BadArguments
f6e2,攦,BadArguments
f6e4,欋,BadArguments
f6e5,欈,BadArguments
f6e6,欉,BadArguments
f6e8,灕,BadArguments
f6e9,灖,BadArguments
f6ea,灗,BadArguments
f6eb,灒,BadArguments
f6ec,爞,BadArguments
f6ed,爟,BadArguments
f6ee,犩,BadArguments
f6ef,獿,BadArguments
f6f0,瓘,BadArguments
f6f1,瓕,BadArguments
f6f2,瓙,BadArguments
f6f3,瓗,BadArguments
f6f6,礵,BadArguments
f6f7,禴,BadArguments
f6f9,穱,BadArguments
f6fa,籗,BadArguments
f6fd,籛,BadArguments
f6fe,籚,BadArguments
f747,蘴,BadArguments
f748,蘵,BadArguments
f749,蘳,BadArguments
f74a,蘬,BadArguments
f74b,蘲,BadArguments
f74c,蘶,BadArguments
f74d,蠬,BadArguments
f74e,蠨,BadArguments
f74f,蠦,BadArguments
f750,蠪,BadArguments
f751,蠥,BadArguments
f752,襱,BadArguments
f754,覾,BadArguments
f755,觻,BadArguments
f757,讄,BadArguments
f758,讂,BadArguments
f759,讆,BadArguments
f75b,譿,BadArguments
f75c,贕,BadArguments
f75f,躚,BadArguments
f762,躖,BadArguments
f763,躗,BadArguments
f764,轠,BadArguments
f766,酇,BadArguments
f768,鑐,BadArguments
f76b,鑏,BadArguments
f76c,鑇,BadArguments
f76d,鑅,BadArguments
f76e,鑈,BadArguments
f76f,鑉,BadArguments
f770,鑆,BadArguments
f771,霿,BadArguments
f772,韣,BadArguments
f773,顪,BadArguments
f774,顩,BadArguments
f775,飋,BadArguments
f777,饛,BadArguments
f778,驎,BadArguments
f779,驓,BadArguments
f77a,驔,BadArguments
f77c,驏,BadArguments
f77d,驈,BadArguments
f7a1,驉,BadArguments
f7a2,驒,BadArguments
f7a3,驐,BadArguments
f7a5,鬙,BadArguments
f7a6,鬫,BadArguments
f7a8,魖,BadArguments
f7a9,魕,BadArguments
f7aa,鱆,BadArguments
f7ac,鰿,BadArguments
f7ad,鱄,BadArguments
f7ae,鰹,BadArguments
f7af,鰳,BadArguments
f7b0,鱁,BadArguments
f7b1,鰼,BadArguments
f7b2,鰷,BadArguments
f7b3,鰴,BadArguments
f7b5,鰽,BadArguments
f7b6,鰶,BadArguments
f7b7,鷛,BadArguments
f7b8,鷒,BadArguments
f7b9,鷞,BadArguments
f7ba,鷚,BadArguments
f7bb,鷋,BadArguments
f7bc,鷐,BadArguments
f7bd,鷜,BadArguments
f7be,鷑,BadArguments
f7bf,鷟,BadArguments
f7c0,鷩,BadArguments
f7c2,鷘,BadArguments
f7c3,鷖,BadArguments
f7c4,鷵,BadArguments
f7c5,鷕,BadArguments
f7c6,鷝,BadArguments
f7c7,麶,BadArguments
f7c8,黰,BadArguments
f7c9,鼵,BadArguments
f7ca,鼳,BadArguments
f7cb,鼲,BadArguments
f7cc,齂,BadArguments
f7cd,齫,BadArguments
f7d0,儽,BadArguments
f7d1,劙,BadArguments
f7d2,壨,BadArguments
f7d3,壧,BadArguments
f7d4,奲,BadArguments
f7d5,孍,BadArguments
f7d7,蠯,BadArguments
f7d8,彏,BadArguments
f7da,戃,BadArguments
f7db,戄,BadArguments
f7de,斖,BadArguments
f7df,曫,BadArguments
f7e0,欑,BadArguments
f7e1,欒,BadArguments
f7e3,毊,BadArguments
f7e4,灛,BadArguments
f7e5,灚,BadArguments
f7e6,爢,BadArguments
f7e7,玂,BadArguments
f7e8,玁,BadArguments
f7e9,玃,BadArguments
f7eb,矔,BadArguments
f7ed,籦,BadArguments
f7ee,纕,BadArguments
f7ef,艬,BadArguments
f7f0,蘺,BadArguments
f7f2,蘹,BadArguments
f7f4,蘱,BadArguments
f7f5,蘻,BadArguments
f7f6,蘾,BadArguments
f7f7,蠰,BadArguments
f7f9,蠮,BadArguments
f7fa,蠳,BadArguments
f7fb,襶,BadArguments
f7fd,襳,BadArguments
f7fe,觾,BadArguments
f842,讋,BadArguments
f843,讈,BadArguments
f844,豅,BadArguments
f845,贙,BadArguments
f846,躘,BadArguments
f849,醼,BadArguments
f84c,鑝,BadArguments
f84d,鑗,BadArguments
f84f,韄,BadArguments
f850,韅,BadArguments
f851,頀,BadArguments
f852,驖,BadArguments
f853,驙,BadArguments
f854,鬞,BadArguments
f856,鬠,BadArguments
f859,鱐,BadArguments
f85a,鱊,BadArguments
f85c,鱋,BadArguments
f85d,鱕,BadArguments
f85e,鱙,BadArguments
f85f,鱌,BadArguments
f860,鱎,BadArguments
f861,鷻,BadArguments
f862,鷷,BadArguments
f864,鷣,BadArguments
f867,鷤,BadArguments
f868,鷶,BadArguments
f869,鷡,BadArguments
f86a,鷮,BadArguments
f86d,鷰,BadArguments
f86e,鷢,BadArguments
f86f,鷬,BadArguments
f870,鷴,BadArguments
f871,鷳,BadArguments
f872,鷨,BadArguments
f873,鷭,BadArguments
f874,黂,BadArguments
f875,黐,BadArguments
f878,鼆,BadArguments
f879,鼜,BadArguments
f87a,鼸,BadArguments
f87c,鼶,BadArguments
f87d,齃,BadArguments
f8a1,齱,BadArguments
f8a2,齰,BadArguments
f8a6,囍,BadArguments
f8a7,孎,BadArguments
f8a9,攭,BadArguments
f8aa,曭,BadArguments
f8ab,曮,BadArguments
f8ac,欓,BadArguments
f8ad,灟,BadArguments
f8ae,灡,BadArguments
f8b0,灠,BadArguments
f8b1,爣,BadArguments
f8b2,瓛,BadArguments
f8b3,瓥,BadArguments
f8b4,矕,BadArguments
f8b5,礸,BadArguments
f8b6,禷,BadArguments
f8b7,禶,BadArguments
f8b8,籪,BadArguments
f8b9,纗,BadArguments
f8ba,羉,BadArguments
f8bb,艭,BadArguments
f8bc,虃,BadArguments
f8bd,蠸,BadArguments
f8be,蠷,BadArguments
f8bf,蠵,BadArguments
f8c0,衋,BadArguments
f8c3,躞,BadArguments
f8c4,躟,BadArguments
f8c5,躠,BadArguments
f8c6,躝,BadArguments
f8cb,鑨,BadArguments
f8cc,鑩,BadArguments
f8cd,雥,BadArguments
f8ce,靆,BadArguments
f8cf,靃,BadArguments
f8d0,靇,BadArguments
f8d1,韇,BadArguments
f8d2,韥,BadArguments
f8d3,驞,BadArguments
f8d5,魙,BadArguments
f8d8,鱦,BadArguments
f8d9,鱢,BadArguments
f8da,鱞,BadArguments
f8dc,鸂,BadArguments
f8dd,鷾,BadArguments
f8df,鸃,BadArguments
f8e0,鸆,BadArguments
f8e1,鸅,BadArguments
f8e2,鸀,BadArguments
f8e3,鸁,BadArguments
f8e4,鸉,BadArguments
f8e7,鸄,BadArguments
f8e8,麠,BadArguments
f8e9,鼞,BadArguments
f8eb,齴,BadArguments
f8f0,斸,BadArguments
f8f1,欘,BadArguments
f8f2,欙,BadArguments
f8f3,欗,BadArguments
f8f4,欚,BadArguments
f8f5,灢,BadArguments
f8f6,爦,BadArguments
f8f7,犪,BadArguments
f8f8,矘,BadArguments
f8fa,礹,BadArguments
f8fc,籫,BadArguments
f8fe,纚,BadArguments
f942,纙,BadArguments
f944,臡,BadArguments
f945,虆,BadArguments
f946,虇,BadArguments
f947,虈,BadArguments
f948,襹,BadArguments
f949,襺,BadArguments
f94a,襼,BadArguments
f94d,讘,BadArguments
f950,躤,BadArguments
f951,躣,BadArguments
f954,鑯,BadArguments
f956,鑳,BadArguments
f958,顲,BadArguments
f959,饟,BadArguments
f95a,鱨,BadArguments
f95b,鱮,BadArguments
f95d,鸋,BadArguments
f95e,鸍,BadArguments
f960,鸏,BadArguments
f961,鸒,BadArguments
f962,鸑,BadArguments
f963,麡,BadArguments
f964,黵,BadArguments
f966,齇,BadArguments
f967,齸,BadArguments
f968,齻,BadArguments
f969,齺,BadArguments
f96a,齹,BadArguments
f96b,圞,BadArguments
f96c,灦,BadArguments
f96d,籯,BadArguments
f96e,蠼,BadArguments
f971,釃,BadArguments
f972,鑴,BadArguments
f973,鑸,BadArguments
f974,鑶,BadArguments
f976,驠,BadArguments
f977,鱴,BadArguments
f978,鱳,BadArguments
f979,鱱,BadArguments
f97a,鱵,BadArguments
f97b,鸔,BadArguments
f97c,鸓,BadArguments
f97e,鼊,BadArguments
f9a1,龤,BadArguments
f9a3,灥,BadArguments
f9a4,糷,BadArguments
f9a5,虪,BadArguments
f9a6,蠾,BadArguments
f9a7,蠽,BadArguments
f9a8,蠿,BadArguments
f9aa,貜,BadArguments
f9ab,躩,BadArguments
f9ac,軉,BadArguments
f9ad,靋,BadArguments
f9ae,顳,BadArguments
f9b0,飌,BadArguments
f9b1,饡,BadArguments
f9b2,馫,BadArguments
f9b4,驦,BadArguments
f9b5,驧,BadArguments
f9b6,鬤,BadArguments
f9b8,鸗,BadArguments
f9b9,齈,BadArguments
f9bb,欞,BadArguments
f9bc,爧,BadArguments
f9bd,虌,BadArguments
f9be,躨,BadArguments
f9c0,钀,BadArguments
f9c1,钁,BadArguments
f9c3,驨,BadArguments
f9c5,鸙,BadArguments
f9c6,爩,BadArguments
f9c7,虋,BadArguments
f9c8,讟,BadArguments
f9c9,钃,BadArguments
f9ca,鱹,BadArguments
f9cb,麷,BadArguments
f9cc,癵,BadArguments
f9cd,驫,BadArguments
f9ce,鱺,BadArguments
f9d1,灪,BadArguments
f9d3,齾,BadArguments
a8d0,佬,BadArguments
cabd,宒,BadArguments
cc73,弤,BadArguments
ccdb,构,BadArguments
cea4,峇,BadArguments
cea5,峊,BadArguments
ceab,峆,BadArguments
cead,峟,BadArguments
cfb5,炵,BadArguments
cfb6,炩,BadArguments
d150,垽,BadArguments
d254,涆,BadArguments
d2af,玼,BadArguments
d7b0,蚾,BadArguments
d840,釫,BadArguments
d8b2,堬,BadArguments
d8b3,堻,BadArguments
d9cb,椊,BadArguments
daf7,絔,BadArguments
daf8,絩,BadArguments
e3a4,膉,BadArguments
e4ad,鉽,BadArguments
e5f1,殥,BadArguments
e8b1,鞊,BadArguments
eae8,膱,BadArguments
ec60,馞,BadArguments
ecd7,孻,BadArguments
ecd9,寲,BadArguments
ed4f,澩,BadArguments
ed50,濴,BadArguments
eee9,鍣,BadArguments
ef52,餭,BadArguments
ef54,餰,BadArguments
f2a7,穨,BadArguments
f2a8,簳,BadArguments
f3e0,鶆,BadArguments
f5c6,嚾,BadArguments
f5c7,孈,BadArguments
f6db,孋,BadArguments
f76a,鑋,BadArguments
